name,calory,protein,fat,carbohydrate,id,category_id
ふき/葉柄、ゆで,8,0.3,0,1.9,1080,6
ふきのとう/花序、生,43,2.5,0.1,10,1081,6
ふきのとう/花序、ゆで,32,2.5,0.1,7,1082,6
ふじまめ/若ざや、生,33,2.5,0.1,7.4,1083,6
ふだんそう/葉、生,19,2,0.1,3.7,1084,6
ふだんそう/葉、ゆで,27,2.8,0.1,5.4,1085,6
ブロッコリー　花序　生,40,5.4,0.6,6.6,1086,6
ブロッコリー　花序　ゆで,30,3.9,0.4,5.2,1087,6
へちま/果実、生,16,0.8,0.1,3.8,1088,6
へちま/果実、ゆで,18,1.6,0.1,3.7,1089,6
ほうれんそう/葉、通年平均、生,20,2.2,0.4,3.1,1090,6
ほうれんそう/葉、通年平均、ゆで,25,2.6,0.5,4,1091,6
ほうれんそう/葉、冷凍,22,2.9,0.3,3.4,1092,6
ホースラディシュ/根茎、生,79,3.1,0.3,17.7,1093,6
まこも/茎、生,21,1.3,0.2,4.4,1094,6
みずかけな/葉、生,25,2.9,0.1,4.7,1095,6
みずかけな/塩漬,32,4.9,0,5.7,1096,6
切りみつば/葉、生,18,1,0.1,4,1097,6
切りみつば/葉、ゆで,15,0.9,0.1,3.3,1098,6
根みつば/葉、生,20,1.9,0.1,4.1,1099,6
根みつば/葉、ゆで,20,2.3,0.1,3.9,1100,6
糸みつば/葉、生,13,0.9,0.1,2.9,1101,6
糸みつば/葉、ゆで,17,1.1,0,4,1102,6
みょうが/花穂、生,12,0.9,0.1,2.6,1103,6
みょうがたけ/茎葉、生,7,0.4,0.1,1.5,1104,6
むかご/肉芽、生,93,2.9,0.2,20.6,1105,6
めキャベツ/結球葉、生,50,5.7,0.1,9.9,1106,6
めキャベツ/結球葉、ゆで,49,5.3,0.1,9.8,1107,6
めたで/芽ばえ、生,43,3,0.5,8.8,1108,6
あいなめ/生,113,19.1,3.4,0.1,1109,10
あこうだい/生,93,16.8,2.3,0.1,1110,10
まあじ/皮つき/生,126,19.7,4.5,0.1,1111,10
あなご/生,161,17.3,9.3,0,1112,10
あまだい/生,113,18.8,3.6,0,1113,10
あゆ/天然、生,100,18.3,2.4,0.1,1114,10
あんこう/生,58,13,0.2,0.3,1115,10
あんこう/きも、生,445,10,41.9,2.2,1116,10
いかなご/生,125,17.2,5.5,0.1,1117,10
いさき/生,127,17.2,5.7,0.1,1118,10
いしだい/生,156,19.5,7.8,0,1119,10
いとよりだい/生,93,18.1,1.7,0.1,1120,10
いぼだい/生,149,16.4,8.5,0,1121,10
うるめいわし/生,136,21.3,4.8,0.3,1122,10
かたくちいわし/生,192,18.2,12.1,0.3,1123,10
まいわし/生,169,19.2,9.2,0.2,1124,10
めざし/生,257,18.2,18.9,0.5,1125,10
しらす干し/半乾燥品,206,40.5,3.5,0.5,1126,10
たたみいわし,372,75.1,5.6,0.7,1127,10
缶詰/水煮,188,20.7,10.6,0.1,1128,10
缶詰/油漬,359,20.3,30.7,0.3,1129,10
いわな/養殖、生,114,19,3.6,0.1,1130,10
うぐい/生,100,20.1,1.5,0.2,1131,10
うなぎ/養殖、生,255,17.1,19.3,0.3,1132,10
えい/生,84,19.1,0.3,0.1,1133,10
えそ/生,93,20.1,0.8,0.1,1134,10
おいかわ/生,136,19.2,5.8,0.1,1135,10
おこぜ/生,85,19.6,0.2,0.2,1136,10
かさご/生,93,19.3,1.1,0.1,1137,10
かじか/生,111,15,5,0.2,1138,10
まかじき/生,115,23.1,1.8,0.1,1139,10
かつお/春獲り、生,114,25.8,0.5,0.1,1140,10
かつお/秋獲り、生,165,25,6.2,0.2,1141,10
かつお節,356,77.1,2.9,0.8,1142,10
かます/生,148,18.9,7.2,0.1,1143,10
まがれい/生,95,19.6,1.3,0.1,1144,10
まこがれい/生,93,18,1.8,0.1,1145,10
子持ちがれい/生,143,19.9,6.2,0.1,1146,10
かわはぎ/生,83,18.8,0.4,0,1147,10
かんぱち/生,129,21,4.2,0.1,1148,10
きす/生,80,18.5,0.2,0,1149,10
きちじ/生,262,13.6,21.7,0,1150,10
きびなご/生,93,18.8,1.4,0.1,1151,10
キャビア/塩蔵品,263,26.2,17.1,1.1,1152,10
ぎんだら/生,232,13.6,18.6,0,1153,10
ぐち/生,83,18,0.8,0,1154,10
こい/養殖、生,171,17.7,10.2,0.2,1155,10
まごち/生,100,22.5,0.5,0.2,1156,10
このしろ/生,160,19,8.3,0.4,1157,10
からふとます/生,154,21.7,6.6,0.1,1158,10
にじます/淡水養殖/皮つき/生,127,19.7,4.6,0.1,1159,10
べにざけ/生,138,22.5,4.5,0.1,1160,10
まさば/生,247,20.6,16.8,0.3,1161,10
ごまさば/さば節,360,73.9,5.1,0,1162,10
缶詰/水煮,190,20.9,10.7,0.2,1163,10
さより/生,95,19.6,1.3,0,1164,10
さわら/生,177,20.1,9.7,0.1,1165,10
さんま/皮つき/生,318,18.1,25.6,0.1,1166,10
ししゃも/生干し、生,166,21,8.1,0.2,1167,10
からふとししゃも/生干し、生,177,15.6,11.6,0.5,1168,10
したびらめ/生,96,19.2,1.6,0,1169,10
しらうお/生,77,13.6,2,0.1,1170,10
すずき/生,123,19.8,4.2,0,1171,10
くろだい/生,150,20.4,6.7,0.3,1172,10
まだい/天然、生,142,20.6,5.8,0.1,1173,10
たちうお/生,266,16.5,20.9,0,1174,10
すけとうだら/生,83,17.4,1,0.1,1175,10
すけとうだら/たらこ/生,140,24,4.7,0.4,1176,10
すけとうだら/からしめんたいこ,126,21,3.3,3,1177,10
どじょう/生,79,16.1,1.2,0,1178,10
とびうお/生,96,21,0.7,0.1,1179,10
なまず/生,159,18.4,8.6,0,1180,10
にしん/生,216,17.4,15.1,0.1,1181,10
にしん/かずのこ/生,162,25.2,6.7,0.2,1182,10
にしん/かずのこ/塩蔵、水戻し,89,15,3,0.6,1183,10
はぜ/生,83,19.1,0.2,0.1,1184,10
はたはた/生,113,14.1,5.7,0,1185,10
はも/生,144,22.3,5.3,0,1186,10
ひらまさ/生,142,22.6,4.9,0.1,1187,10
ひらめ/天然、生,103,20,2,0,1188,10
とらふぐ/養殖、生,85,19.3,0.3,0.2,1189,10
まふぐ/生,84,18.9,0.4,0,1190,10
ふな/生,101,18.2,2.5,0.1,1191,10
ほうぼう/生,122,19.6,4.2,0,1192,10
ほっけ/生,115,17.3,4.4,0.1,1193,10
ほっけ/開き干し/生,176,20.6,9.4,0.1,1194,10
ぼら/生,128,19.2,5,0.1,1195,10
ぼら/からすみ,423,40.4,28.9,0.3,1196,10
きはだ/生,112,24.3,1,0,1197,10
くろまぐろ/赤身、生,125,26.4,1.4,0.1,1198,10
みなみまぐろ/赤身、生,95,21.6,0.4,0.1,1199,10
缶詰/水煮、フレーク、ライト,71,16,0.7,0.2,1200,10
缶詰/油漬、フレーク、ライト,267,17.7,21.7,0.1,1201,10
みなみだら/生,72,16.4,0.3,0,1202,10
むつ/生,189,16.7,12.6,0,1203,10
めじな/生,125,19.4,4.5,0.1,1204,10
めばる/生,109,18.1,3.5,0,1205,10
わかさぎ/生,77,14.4,1.7,0.1,1206,10
あかがい/生,74,13.5,0.3,3.5,1207,10
あさり/生,30,6,0.3,0.4,1208,10
あさり/缶詰/水煮,114,20.3,2.2,1.9,1209,10
あわび/生,73,12.7,0.3,4,1210,10
あわび/干し,273,38,1.6,23.8,1211,10
あわび/水煮缶詰,90,19.4,0.4,1,1212,10
かき/養殖、生,70,6.9,2.2,4.9,1213,10
さざえ/生,89,19.4,0.4,0.8,1214,10
しじみ/生,64,7.5,1.4,4.5,1215,10
とこぶし/生,84,16,0.4,3,1216,10
とりがい/斧足、生,86,12.9,0.3,6.9,1217,10
ばい/生,87,16.3,0.6,3.1,1218,10
ばかがい/生,61,10.9,0.5,2.4,1219,10
はまぐり/生,39,6.1,0.6,1.8,1220,10
ほたてがい/生,72,13.5,0.9,1.5,1221,10
ほたてがい/貝柱/水煮缶詰,94,19.5,0.6,1.5,1222,10
ほっきがい/生,73,11.1,1.1,3.8,1223,10
あまえび/生,98,19.8,1.5,0.1,1224,10
いせえび/生,92,20.9,0.4,0,1225,10
くるまえび/養殖、生,97,21.6,0.6,0,1226,10
さくらえび/ゆで,91,18.2,1.5,0,1227,10
大正えび/生,95,21.7,0.3,0.1,1228,10
ブラックタイガー/養殖、生,82,18.4,0.3,0.3,1229,10
干しえび,233,48.6,2.8,0.3,1230,10
がざみ/生,65,14.4,0.3,0.3,1231,10
毛がに/生,72,15.8,0.5,0.2,1232,10
ずわいがに/生,63,13.9,0.4,0.1,1233,10
ずわいがに/水煮缶詰,73,16.3,0.4,0.2,1234,10
たらばがに/生,64,13,0.9,0.2,1235,10
たらばがに/水煮缶詰,90,20.6,0.3,0.1,1236,10
けんさきいか/生,84,17.5,1,0.1,1237,10
こういか/生,75,14.9,1.3,0.1,1238,10
するめいか/生,83,17.9,0.8,0.1,1239,10
ほたるいか/生,84,11.8,3.5,0.2,1240,10
やりいか/生,85,17.6,1,0.4,1241,10
するめ,334,69.2,4.3,0.4,1242,10
いいだこ/生,70,14.6,0.8,0.1,1243,10
まだこ/生,76,16.4,0.7,0.1,1244,10
あみ/つくだ煮,233,19.1,1.8,35.1,1245,10
うに/生うに,120,16,4.8,3.3,1246,10
おきあみ/生,94,15,3.2,0.2,1247,10
しゃこ/ゆで,98,19.2,1.7,0.2,1248,10
なまこ/生,23,4.6,0.3,0.5,1249,10
なまこ/このわた,64,11.4,1.8,0.5,1250,10
かに風味かまぼこ,90,12.1,0.5,9.2,1251,10
蒸しかまぼこ,95,12,0.9,9.7,1252,10
だて巻,196,14.6,7.5,17.6,1253,10
つみれ,113,12,4.3,6.5,1254,10
なると,80,7.6,0.4,11.6,1255,10
はんぺん,94,9.9,1,11.4,1256,10
さつま揚げ,139,12.5,3.7,13.9,1257,10
魚肉ハム,158,13.4,6.7,11.1,1258,10
魚肉ソーセージ,161,11.5,7.2,12.6,1259,10
